address	old_name	inferred_owner	xref_count	top_counts
0x0055f39d	CDXTexture__Unk_0055f39d	CStaticShadows	1	CStaticShadows:1
0x00562ad6	CDXTexture__Unk_00562ad6	CTexture	1	CTexture:1
0x00563714	CDXTexture__Unk_00563714	CFastVB	2	CFastVB:2
0x00563765	CDXTexture__Unk_00563765	CFastVB	10	CFastVB:10
0x0056377c	CDXTexture__Unk_0056377c	CFastVB	2	CFastVB:2
0x00565083	CDXTexture__Unk_00565083	ControlsUI	1	ControlsUI:1
0x0056813f	CDXTexture__Unk_0056813f	CTexture	1	CTexture:1
0x00568189	CDXTexture__Unk_00568189	CTexture	2	CTexture:2
0x005681bc	CDXTexture__Unk_005681bc	CTexture	1	CTexture:1
0x005681e5	CDXTexture__Unk_005681e5	CTexture	1	CTexture:1
0x0056c257	CDXTexture__Unk_0056c257	CTexture	2	CTexture:2
0x0056c2af	CDXTexture__Unk_0056c2af	CTexture	1	CTexture:1
0x0056c53a	CDXTexture__Unk_0056c53a	CTexture	1	CTexture:1
0x0056c64d	CDXTexture__Unk_0056c64d	CTexture	1	CTexture:1
0x0056d22d	CDXTexture__Unk_0056d22d	CTexture	1	CTexture:1
0x0056e0bf	CDXTexture__Unk_0056e0bf	CTexture	1	CTexture:1
0x00570a90	CDXTexture__Unk_00570a90	CTexture	1	CTexture:1
0x00571060	CDXTexture__Unk_00571060	CFastVB	1	CFastVB:1
0x00572490	CDXTexture__Unk_00572490	CTexture	1	CTexture:1
0x00572f20	CDXTexture__Unk_00572f20	CTexture	3	CTexture:3
0x00574da5	CDXTexture__Unk_00574da5	CFastVB	1	CFastVB:1
0x0057511b	CDXTexture__Unk_0057511b	Platform	1	Platform:1
0x00575d2d	CDXTexture__Unk_00575d2d	CFastVB	2	CFastVB:2
0x00579d33	CDXTexture__Unk_00579d33	CTexture	1	CTexture:1
0x0057d216	CDXTexture__Unk_0057d216	CFastVB	1	CFastVB:1
0x0057d4ad	CDXTexture__Unk_0057d4ad	CFastVB	1	CFastVB:1
0x0057d9f1	CDXTexture__Unk_0057d9f1	CFastVB	1	CFastVB:1
0x0057db30	CDXTexture__Unk_0057db30	CFastVB	1	CFastVB:1
0x0057dbcb	CDXTexture__Unk_0057dbcb	CFastVB	1	CFastVB:1
0x0057dd17	CDXTexture__Unk_0057dd17	CFastVB	1	CFastVB:1
0x005893b7	CDXTexture__Unk_005893b7	CTexture	1	CTexture:1
0x0058e3c3	CDXTexture__Unk_0058e3c3	CTexture	3	CTexture:3
0x0058e413	CDXTexture__Unk_0058e413	CTexture	4	CTexture:4
0x00590d25	CDXTexture__Unk_00590d25	CTexture	1	CTexture:1
0x0059af40	CDXTexture__Unk_0059af40	CTexture	1	CTexture:1
0x0059b150	CDXTexture__Unk_0059b150	CTexture	1	CTexture:1
0x0059f260	CDXTexture__Unk_0059f260	CTexture	1	CTexture:1
0x005a3200	CDXTexture__Unk_005a3200	CFastVB	4	CFastVB:4
0x005a9ced	CDXTexture__Unk_005a9ced	CFastVB	4	CFastVB:4
0x005ab9c0	CDXTexture__Unk_005ab9c0	CTexture	1	CTexture:1
0x005ac980	CDXTexture__Unk_005ac980	CTexture	1	CTexture:1
0x005ae190	CDXTexture__Unk_005ae190	CTexture	1	CTexture:1
0x005ae600	CDXTexture__Unk_005ae600	CTexture	1	CTexture:1
0x005ae780	CDXTexture__Unk_005ae780	CTexture	1	CTexture:1
0x005af670	CDXTexture__Unk_005af670	CTexture	1	CTexture:1
0x005b0ee0	CDXTexture__Unk_005b0ee0	CTexture	1	CTexture:1
0x005b1e16	CDXTexture__Unk_005b1e16	CTexture	1	CTexture:1
0x005b272e	CDXTexture__Unk_005b272e	CTexture	2	CTexture:2
0x005b2860	CDXTexture__Unk_005b2860	CTexture	1	CTexture:1
0x005b3080	CDXTexture__Unk_005b3080	CTexture	1	CTexture:1
0x005b4ae0	CDXTexture__Unk_005b4ae0	CTexture	1	CTexture:1
