0x005ab420	CDXTexture__Helper_005ab420	void CDXTexture__Helper_005ab420(void)
0x005ad550	CDXTexture__Helper_005ad550	void __stdcall CDXTexture__Helper_005ad550(int param_1)
0x005aeaf0	CDXTexture__Helper_005aeaf0	void __fastcall CDXTexture__Helper_005aeaf0(int param_1, int param_2, int param_3)
0x005aebb0	CDXTexture__Helper_005aebb0	void __thiscall CDXTexture__Helper_005aebb0(void * this, int param_1, int param_2, int param_3)
0x005aee40	CDXTexture__Helper_005aee40	void __stdcall CDXTexture__Helper_005aee40(void * param_1, int param_2, void * param_3)
0x005af5f0	CDXTexture__Helper_005af5f0	void __thiscall CDXTexture__Helper_005af5f0(void * this, int param_1, void * param_2, int param_3, void * param_4)
0x005afcf0	CDXTexture__Helper_005afcf0	void __stdcall CDXTexture__Helper_005afcf0(int param_1, void * param_2, int param_3, void * param_4, int param_5)
0x005afe60	CDXTexture__Helper_005afe60	void CDXTexture__Helper_005afe60(void)
0x005d06f0	CDXTexture__Helper_005d06f0	void CDXTexture__Helper_005d06f0(void)
0x005d0820	CDXTexture__Helper_005d0820	int __cdecl CDXTexture__Helper_005d0820(void * param_1, int param_2, int param_3)
0x005d08ad	CDXTexture__Helper_005d08ad	int CDXTexture__Helper_005d08ad(void)
0x005d0e88	CDXTexture__Helper_005d0e88	int __cdecl CDXTexture__Helper_005d0e88(void * param_1, int param_2)
